station_name,station_canton,area_type_de,station_type_de,year,NO2,SO2,TSP,NOx,O3,PM10,Cd im SN,Pb im SN,Staubniederschlag (SN),Tl im SN,Zn im SN,Ammoniak,EC / Russ,Benzol,Cd in PM10,CO,Partikelanzahl,Pb in PM10,PM1,PM2.5,Toluol,NMVOC
Bulle-Rue-de-Vevey,FR,Vorstädtisch,Verkehr,2013,29.2,,,28.1,45.3,17.2,,,,,,,,,,,,,,,,
Bulle-Rue-de-Vevey,FR,Vorstädtisch,Verkehr,2014,24.4,,,24.6,44.4,13.4,,,,,,,,,,,,,,,,
Fribourg-Chamblioux,FR,Vorstädtisch,Verkehr,2008,40.7,,,51.2,35.9,23.2,,,,,,,,,,,,,,,,
Fribourg-Chamblioux,FR,Vorstädtisch,Verkehr,2009,41.6,,,48.9,39.2,25.1,,,,,,,,,,,,,,,,
Fribourg-Chamblioux,FR,Vorstädtisch,Verkehr,2010,38.9,,,43.2,40.8,20.9,,,,,,,,,,,,,,,,
Fribourg-Chamblioux,FR,Vorstädtisch,Verkehr,2012,36.9,,,42.3,40.9,19.3,,,,,,,,,,,,,,,,
Fribourg-Chamblioux,FR,Vorstädtisch,Verkehr,2014,36.3,,,42.5,35.9,16.4,,,,,,,,,,,,,,,,
Fribourg-Plateau-Pérolles,FR,Städtisch,Hintergrund,1989,35.9,11.3,,,,,,,,,,,,,,,,,,,,
Fribourg-Plateau-Pérolles,FR,Städtisch,Hintergrund,1990,29.1,13.3,,,,,,,,,,,,,,,,,,,,
Fribourg-Plateau-Pérolles,FR,Städtisch,Hintergrund,1991,28.9,11.3,,,,,,,,,,,,,,,,,,,,
Fribourg-Plateau-Pérolles,FR,Städtisch,Hintergrund,1992,30,7.2,,,,,,,,,,,,,,,,,,,,
Fribourg-Plateau-Pérolles,FR,Städtisch,Hintergrund,1993,29.1,6.2,,,,,,,,,,,,,,,,,,,,
Fribourg-Plateau-Pérolles,FR,Städtisch,Hintergrund,1994,25.5,4.9,,,,,,,,,,,,,,,,,,,,
Fribourg-Plateau-Pérolles,FR,Städtisch,Hintergrund,1995,24,5.1,,,,,,,,,,,,,,,,,,,,
Fribourg-Plateau-Pérolles,FR,Städtisch,Hintergrund,1996,26.5,5.1,,,,,,,,,,,,,,,,,,,,
Fribourg-Plateau-Pérolles,FR,Städtisch,Hintergrund,1997,28.3,3.7,,24,42,,,,,,,,,,,,,,,,,
Fribourg-Plateau-Pérolles,FR,Städtisch,Hintergrund,1998,25,3.8,,19,53,,,,,,,,,,,,,,,,,
Fribourg-Plateau-Pérolles,FR,Städtisch,Hintergrund,1999,22.5,3.2,,18,51,,,,,,,,,,,,,,,,,
Fribourg-Plateau-Pérolles,FR,Städtisch,Hintergrund,2000,19.7,3.5,,16,49,,,,,,,,,,,,,,,,,
Fribourg-Plateau-Pérolles,FR,Städtisch,Hintergrund,2001,20.3,3,,16,47,,,,,,,,,,,,,,,,,
Fribourg-Plateau-Pérolles,FR,Städtisch,Hintergrund,2002,21.1,2.4,,18,49,,,,,,,,,,,,,,,,,
Fribourg-Plateau-Pérolles,FR,Städtisch,Hintergrund,2003,20.7,2.5,,17,54,,,,,,,,,,,,,,,,,
Fribourg-Plateau-Pérolles,FR,Städtisch,Hintergrund,2004,19.1,2.7,,17,49,,,,,,,,,,,,,,,,,
Fribourg-Plateau-Pérolles,FR,Städtisch,Hintergrund,2005,19.8,3.3,,17,51,,,,,,,,,,,,,,,,,
Fribourg-Plateau-Pérolles,FR,Städtisch,Hintergrund,2006,20.7,2.7,,,49,,,,,,,,,,,,,,,,,
Fribourg-Plateau-Pérolles,FR,Städtisch,Hintergrund,2007,19.5,2.4,,,49,,,,,,,,,,,,,,,,,
Fribourg-Plateau-Pérolles,FR,Städtisch,Hintergrund,2008,19.3,2.9,,,46.6,,,,,,,,,,,,,,,,,
Fribourg-Plateau-Pérolles,FR,Städtisch,Hintergrund,2009,18.6,2.4,,,49.3,,,,,,,,,,,,,,,,,
Fribourg-Plateau-Pérolles,FR,Städtisch,Hintergrund,2010,19.4,2.5,,,50,19.5,,,,,,,,,,,,,,,,
Fribourg-Plateau-Pérolles,FR,Städtisch,Hintergrund,2011,17.6,2.8,,,46.5,18.9,,,,,,,,,,,,,,,,
Fribourg-Plateau-Pérolles,FR,Städtisch,Hintergrund,2012,18,2.4,,14.3,49,16.5,,,,,,,,,,,,,,,,
Fribourg-Plateau-Pérolles,FR,Städtisch,Hintergrund,2013,18.4,,,15.1,48.1,16.2,,,,,,,,,,,,,,,,
Fribourg-Plateau-Pérolles,FR,Städtisch,Hintergrund,2014,14.6,,,11.5,46.2,12.3,,,,,,,,,,,,,,,,
Fribourg-Quartier-Bourg,FR,Städtisch,Hintergrund,2005,37.6,,,45,36,27,,,,,,,,,0.1,,,10,,,,
Fribourg-Quartier-Bourg,FR,Städtisch,Hintergrund,1989,56.5,21.6,,,,,,,,,,,,,,,,,,,,
Fribourg-Quartier-Bourg,FR,Städtisch,Hintergrund,1991,53.2,15.4,,,,,,,,,,,,,,,,,,,,
Fribourg-Quartier-Bourg,FR,Städtisch,Hintergrund,1993,50.9,10.3,,,,,,,,,,,,,,,,,,,,
Fribourg-Quartier-Bourg,FR,Städtisch,Hintergrund,1995,45.5,8.2,,,,,,,,,,,,,,,,,,,,
Fribourg-Quartier-Bourg,FR,Städtisch,Hintergrund,1997,42.9,6.1,,,,,,,,,,,,,,,,,,,,
Fribourg-Quartier-Bourg,FR,Städtisch,Hintergrund,1999,38.8,,,,,28,,,,,,,,,,,,,,,,
Fribourg-Quartier-Bourg,FR,Städtisch,Hintergrund,2001,37.2,,,,,25,,,,,,,,,,,,,,,,
Fribourg-Quartier-Bourg,FR,Städtisch,Hintergrund,2003,39.3,,,,,31.3,,,,,,,,,,,,,,,,
Fribourg-Quartier-Bourg,FR,Städtisch,Hintergrund,2007,34.9,,,43,34,23,,,,,,,,,,,,,,,,
Fribourg-Quartier-Bourg,FR,Städtisch,Hintergrund,2009,35.8,,,40.7,36.4,24,,,,,,,,,,,,,,,,
Fribourg-Quartier-Bourg,FR,Städtisch,Hintergrund,2011,31.8,,,39.1,33.3,25.1,,,,,,,,,,,,,,,,
Fribourg-Quartier-Bourg,FR,Städtisch,Hintergrund,2013,31.4,,,36.1,36.7,22.9,,,,,,,,,,,,,,,,
Fribourg-Quartier-Bourg,FR,Städtisch,Hintergrund,2015,20.6,,,18.5,45.2,15.9,,,,,,,,,,,,,,,,
Fribourg-Weck-Reynold,FR,Städtisch,Verkehr,2008,39.6,,,47.5,37.7,22.8,,,,,,,,,,,,,,,,
Fribourg-Parc-Pérolles,FR,Städtisch,Hintergrund,2015,16.7,,,13.2,52.4,14.3,,,,,,,,,,,,,,,,
Anières-Débarcadère,GE,Ländlich,Hintergrund,1990,33,8,,,71,,0.3,24,42,,71,,,,,0.4,,,,,,
Anières-Débarcadère,GE,Ländlich,Hintergrund,1991,26,4,,,68,,0.4,13,38,,51,,,,,0.4,,,,,,
Anières-Débarcadère,GE,Ländlich,Hintergrund,1992,25,4,,,56,,0.2,8,35,,33,,,,,0.4,,,,,,
Anières-Débarcadère,GE,Ländlich,Hintergrund,1993,25,4,,,45,,0.2,9,55,,34,,,,,0.5,,,,,,
Anières-Débarcadère,GE,Ländlich,Hintergrund,1994,23,3,,,52,,0.2,12,48,,55,,,,,,,,,,,
Anières-Débarcadère,GE,Ländlich,Hintergrund,1995,21,3,,,52,,0.1,7,21,,25,,,,,,,,,,,
Anières-Débarcadère,GE,Ländlich,Hintergrund,1996,23,3,,,53,,0.07,4,18,,26,,,,,,,,,,,
Anières-Débarcadère,GE,Ländlich,Hintergrund,1997,22,2,,,46,,0.36,11,42,,33,,,,,,,,,,,
Anières-Débarcadère,GE,Ländlich,Hintergrund,1998,19,3,,,48,,0.04,4,28,,23,,,,,,,,,,,
Anières-Débarcadère,GE,Ländlich,Hintergrund,1999,16,2,,,46,24,0.04,2,38,,21,,,,0.36,,,20,,,,
Anières-Débarcadère,GE,Ländlich,Hintergrund,2000,16,,,,48,21,0.08,5,49,,46,,,,0.38,,,14,,,,
Anières-Débarcadère,GE,Ländlich,Hintergrund,2001,17,,,,53,19,0.09,5,31,,19,,,,0.22,,,11,,,,
Anières-Débarcadère,GE,Ländlich,Hintergrund,2003,24,2,,,58,22,0.03,2,28,,8,,,,0.22,,,9,,,,
Anières-Débarcadère,GE,Ländlich,Hintergrund,2004,19,2,,,55,18,0.06,4,48,,18,,,,0.15,,,8,,,,
Anières-Débarcadère,GE,Ländlich,Hintergrund,2005,21,3,,,58,19,0.02,2,39,,5,,,,0.14,,,8,,,,
Anières-Débarcadère,GE,Ländlich,Hintergrund,2006,21,3,,,55,21,0.06,5,63,,22,,,,0.15,,,8,,,,
Anières-Débarcadère,GE,Ländlich,Hintergrund,2007,18,2,,,47,16,0.03,2,45,,8,,,,0.14,,,7,,,,
Anières-Débarcadère,GE,Ländlich,Hintergrund,2008,17,2,,12,46,17,0.05,4,38,,13,,,,0.11,,,5,,,,
Anières-Débarcadère,GE,Ländlich,Hintergrund,2009,16,2,,11,50,17,0.04,3,49,,8,,,,0.1,,,6,,,,
Anières-Débarcadère,GE,Ländlich,Hintergrund,2010,16.1,1.8,,10.2,53.1,17.4,0.04,4,56,0.004,44,,,,0.04,,,6,,,,
Anières-Débarcadère,GE,Ländlich,Hintergrund,2011,16.6,1.3,,11.7,52.2,19.9,0.04,3,24,0.007,10,,,,0.13,,,7,,,,
Anières-Débarcadère,GE,Ländlich,Hintergrund,2012,15.2,,,10.3,56.1,16.4,0.02,2,45,0.005,64,,,,0.09,,,3,,,,
Anières-Débarcadère,GE,Ländlich,Hintergrund,2002,19,3,,,50,19,,,,,,,,,0.23,,,9,,,,
Thônex-Foron,GE,Vorstädtisch,Hintergrund,1990,37,12,,,40,,0.8,50,70,,365,,,,,0.8,,,,,,
Thônex-Foron,GE,Vorstädtisch,Hintergrund,1991,41,9,,,41,,0.4,42,76,,519,,,,,0.7,,,,,,
Thônex-Foron,GE,Vorstädtisch,Hintergrund,1992,39,8,,,46,,0.2,36,70,,290,,,,,0.7,,,,,,
Thônex-Foron,GE,Vorstädtisch,Hintergrund,1993,34,10,,,39,,0.2,23,92,,394,,,,,0.7,,,,,,
Thônex-Foron,GE,Vorstädtisch,Hintergrund,1994,35,8,,,44,,0.1,15,57,,180,,,,,0.7,,,,,,
Thônex-Foron,GE,Vorstädtisch,Hintergrund,1995,33,7,,,42,,0.1,13,24,,127,,,,,0.7,,,,,,
Thônex-Foron,GE,Vorstädtisch,Hintergrund,1996,33,7,,,40,,0.07,14,39,,147,,,,,0.6,,,,,,
Thônex-Foron,GE,Vorstädtisch,Hintergrund,1997,32,5,,,37,,0.09,13,45,,291,,,,,0.5,,,,,,
Thônex-Foron,GE,Vorstädtisch,Hintergrund,1998,30,6,,,46,,0.05,18,28,,203,,,,,0.6,,,,,,
Thônex-Foron,GE,Vorstädtisch,Hintergrund,1999,23,5,,,40,,0.06,7,56,,183,,,,,0.5,,,,,,
Thônex-Foron,GE,Vorstädtisch,Hintergrund,2000,26,5,,,38,,0.03,5,35,,169,,,,,0.6,,,,,,
Thônex-Foron,GE,Vorstädtisch,Hintergrund,2001,27,4,,,46,24,0.04,5,28,,150,,,,,,,,,,,
Thônex-Foron,GE,Vorstädtisch,Hintergrund,2002,27,4,,,40,22,0.02,2,21,,76,,,,,,,,,,,
Thônex-Foron,GE,Vorstädtisch,Hintergrund,2003,30,4,,,49,27,0.09,5,28,,185,,,,,,,,,,,
Thônex-Foron,GE,Vorstädtisch,Hintergrund,2004,25,3,,,48,21,0.02,3,55,,80,,,,,,,,,,,
Thônex-Foron,GE,Vorstädtisch,Hintergrund,2005,28,3,,,52,21,0.04,5,25,,135,,,,,,,,,,,
Thônex-Foron,GE,Vorstädtisch,Hintergrund,2006,28,3,,,51,23,0.05,6,35,,184,,,,,,,,,,,
Thônex-Foron,GE,Vorstädtisch,Hintergrund,2007,24,3,,,43,19,0.02,3,24,,102,,,,,,,,,,,
Thônex-Foron,GE,Vorstädtisch,Hintergrund,2008,23,4,,23,39,20,0.02,3,38,,86,,,,,,,,,,,
Thônex-Foron,GE,Vorstädtisch,Hintergrund,2009,24,4,,21,43,20,0.21,3,18,,157,,,,,,,,,,,
Thônex-Foron,GE,Vorstädtisch,Hintergrund,2010,24.3,2.9,,20.4,46.6,19.5,0.05,6,21,0.005,168,,,,,,,,,,,
Thônex-Foron,GE,Vorstädtisch,Hintergrund,2011,25.2,1.8,,23.6,45.9,22.9,0.03,2,24,0.007,61,,,,,,,,,,,
Thônex-Foron,GE,Vorstädtisch,Hintergrund,2012,21.4,2.4,,19.4,51.6,19.8,0.02,3,31,0.006,,,,,,,,,,,,
Thônex-Foron,GE,Vorstädtisch,Hintergrund,2013,22.5,2.5,,21.1,49.1,20.2,0.05,3,24,0.005,176,,,,,,,,,,,
Thônex-Foron,GE,Vorstädtisch,Hintergrund,2014,21.1,2,,20,45.7,16.8,0.04,2,70,0.008,15,,,,0.04,,,4,,,,
Thônex-Foron,GE,Vorstädtisch,Hintergrund,2015,23,2.4,,23.3,51.2,18.8,,,,,,,,,0.13,,,3,,,,
Genève-Ile,GE,Städtisch,Verkehr,1990,75,25,,,16,,1.6,179,143,,378,,,,,1.9,,,,,,
Genève-Ile,GE,Städtisch,Verkehr,1991,71,17,,,31,,1.5,161,117,,220,,,,,1,,,,,,
Genève-Ile,GE,Städtisch,Verkehr,1992,67,16,,,33,,0.3,124,113,,348,,,,,1.6,,,,,,
Genève-Ile,GE,Städtisch,Verkehr,1993,61,18,,,26,,0.6,93,143,,241,,,,,1.4,,,,,,
Genève-Ile,GE,Städtisch,Verkehr,1994,59,13,,,29,,0.4,91,137,,258,,,,,1.2,,,,,,
Genève-Ile,GE,Städtisch,Verkehr,1995,60,14,,,29,,0.3,71,52,,140,,,,,1.2,,,,,,
Genève-Ile,GE,Städtisch,Verkehr,1996,52,11,,,30,,0.25,70,77,,298,,,,,1.1,,,,,,
Genève-Ile,GE,Städtisch,Verkehr,1997,55,11,,,29,,0.24,49,131,,550,,,,,1,,,,,,
Genève-Ile,GE,Städtisch,Verkehr,1998,53,13,,,35,,0.16,46,53,,217,,,,,0.9,,,,,,
Genève-Ile,GE,Städtisch,Verkehr,1999,54,9,,,30,,0.22,42,108,,217,,,,,0.8,,,,,,
Genève-Ile,GE,Städtisch,Verkehr,2000,46,9,,,31,,0.11,25,52,,174,,,,,0.8,,,,,,
Genève-Ile,GE,Städtisch,Verkehr,2001,40,5,,,33,24,0.1,22,45,,144,,,,,0.7,,,,,,
Genève-Ile,GE,Städtisch,Verkehr,2002,42,6,,,31,26,0.13,27,69,,172,,,,,0.6,,,,,,
Genève-Ile,GE,Städtisch,Verkehr,2003,50,5,,,40,31,0.13,35,64,,207,,,,,0.7,,,,,,
Genève-Ile,GE,Städtisch,Verkehr,2004,45,5,,,35,25,0.11,24,66,,185,,,,,0.5,,,,,,
Genève-Ile,GE,Städtisch,Verkehr,2006,44,4,,,38,28,0.14,24,88,,211,,,,,,,,,,,
Genève-Ile,GE,Städtisch,Verkehr,2007,46,5,,,33,24,0.14,35,79,,205,,,,,,,,,,,
Genève-Ile,GE,Städtisch,Verkehr,2008,45,5,,45,35,27,0.14,28,66,,289,,,,,,,,,,,
Genève-Ile,GE,Städtisch,Verkehr,2005,43,6,,,39,27,,,,,,,,,,,,,,,,
Genève-Wilson,GE,Städtisch,Verkehr,1990,62,11,,,22,,0.9,101,248,,249,,,,,1.1,,,,,,
Genève-Wilson,GE,Städtisch,Verkehr,1991,59,12,,,36,,0.9,75,128,,416,,,,,0.9,,,,,,
Genève-Wilson,GE,Städtisch,Verkehr,1992,54,13,,,32,,0.4,72,204,,229,,,,,1.1,,,,,,
Genève-Wilson,GE,Städtisch,Verkehr,1993,49,14,,,30,,0.3,45,116,,271,,,,,1.1,,,,,,
Genève-Wilson,GE,Städtisch,Verkehr,1994,52,10,,,34,,0.2,44,139,,256,,,,,1.1,,,,,,
Genève-Wilson,GE,Städtisch,Verkehr,1995,49,9,,,31,,0.2,61,65,,239,,,,,1.1,,,,,,
Genève-Wilson,GE,Städtisch,Verkehr,1996,46,5,,,32,,0.26,59,88,,351,,,,,0.9,,,,,,
Genève-Wilson,GE,Städtisch,Verkehr,1997,46,7,,,33,,0.15,35,52,,252,,,,,0.9,,,,,,
Genève-Wilson,GE,Städtisch,Verkehr,1998,49,9,,,40,,0.17,42,81,,270,,,,,0.7,,,,,,
Genève-Wilson,GE,Städtisch,Verkehr,1999,42,5,,,38,,0.13,29,70,,232,,,,,0.6,,,,,,
Genève-Wilson,GE,Städtisch,Verkehr,2000,42,,,,38,,0.13,29,94,,282,,,,,0.6,,,,,,
Genève-Wilson,GE,Städtisch,Verkehr,2001,35,,,,36,,0.15,24,59,,277,,,,,0.5,,,,,,
Genève-Wilson,GE,Städtisch,Verkehr,2002,39,,,,35,19,0.12,18,52,,245,,,,,0.4,,,,,,
Genève-Wilson,GE,Städtisch,Verkehr,2003,38,,,,39,23,0.07,10,35,,171,,,,,0.5,,,,,,
Genève-Wilson,GE,Städtisch,Verkehr,2004,37,,,,37,24,0.08,13,42,,194,,,,,0.4,,,,,,
Genève-Wilson,GE,Städtisch,Verkehr,2005,37,,,,40,25,0.09,18,46,,223,,,,,,,,,,,
Genève-Wilson,GE,Städtisch,Verkehr,2006,41,,,,39,28,0.04,7,49,,99,,,,,,,,,,,
Genève-Wilson,GE,Städtisch,Verkehr,2007,40,,,,35,24,0.09,10,48,,305,,,,,,,,,,,
Genève-Wilson,GE,Städtisch,Verkehr,2008,39,,,38,34,23,0.08,10,38,,306,,,,,,,,,,,
Genève-Wilson,GE,Städtisch,Verkehr,2009,38,,,35,37,24,0.08,10,42,,350,,,,,,,,,,,
Genève-Wilson,GE,Städtisch,Verkehr,2010,35.6,,,31.8,39,23.7,0.07,8,42,0.007,256,,,,,,,,,,,
Genève-Wilson,GE,Städtisch,Verkehr,2011,37.8,,,36.5,40.6,27.5,0.12,13,52,0.011,,,,,,,,,,,,
Genève-Wilson,GE,Städtisch,Verkehr,2012,34.2,,,32,45.2,24.3,0.11,13,97,0.016,,,,,,,,,,,,
Genève-Wilson,GE,Städtisch,Verkehr,2013,37.1,,,36.8,38.2,23.1,0.23,20,171,0.02,,,,,,,,,,,,
Genève-Ste-Clotilde,GE,Städtisch,Hintergrund,1990,60,21,60,,35,,1.6,105,122,,,,,,2.7,1.2,,240,,,,
Genève-Ste-Clotilde,GE,Städtisch,Hintergrund,1991,59,18,53,,45,,1.5,89,110,,,,,,1.5,0.8,,180,,,,
Genève-Ste-Clotilde,GE,Städtisch,Hintergrund,1992,55,13,48,,36,,0.7,82,97,,,,,,1.3,1.3,,150,,,,
Genève-Ste-Clotilde,GE,Städtisch,Hintergrund,1993,47,15,43,,31,,0.7,84,106,,,,,,2,1.2,,110,,,,
Genève-Ste-Clotilde,GE,Städtisch,Hintergrund,1994,49,13,33,,34,,0.5,73,87,,,,,,0.98,1.1,,100,,,,
Genève-Ste-Clotilde,GE,Städtisch,Hintergrund,1995,44,12,29,,33,,0.2,39,41,,,,,,0.65,1.1,,90,,,,
Genève-Ste-Clotilde,GE,Städtisch,Hintergrund,1996,44,8,34,,39,,0.19,35,46,,,,,,0.59,0.8,,70,,,,
Genève-Ste-Clotilde,GE,Städtisch,Hintergrund,1997,43,8,32,,28,,0.14,24,83,,,,,,0.37,1.1,,50,,,,
Genève-Ste-Clotilde,GE,Städtisch,Hintergrund,1998,46,8,,,38,27,0.14,25,32,,,,,,0.44,1,,40,,,,
Genève-Ste-Clotilde,GE,Städtisch,Hintergrund,1999,40,5,,,36,24,0.29,42,84,,,,,,0.32,0.9,,40,,,,
Genève-Ste-Clotilde,GE,Städtisch,Hintergrund,2000,37,,,,34,23,0.26,33,52,,,,,,0.35,0.9,,19,,,,
Genève-Ste-Clotilde,GE,Städtisch,Hintergrund,2001,37,,,,36,22,0.05,8,24,,,,,,0.26,0.7,,15,,,,
Genève-Ste-Clotilde,GE,Städtisch,Hintergrund,2002,35,,,,33,24,0.2,20,134,,,,,,0.22,0.8,,13,,,,
Genève-Ste-Clotilde,GE,Städtisch,Hintergrund,2003,42,,,,40,27,0.33,35,113,,,,,,0.25,0.8,,8,,,,
Genève-Ste-Clotilde,GE,Städtisch,Hintergrund,2004,36,,,,42,22,0.27,28,83,,,,,,0.15,0.6,,9,,,,
Genève-Ste-Clotilde,GE,Städtisch,Hintergrund,2005,35,,,,42,23,0.12,18,46,,217,,,,0.17,0.5,,10,,,,
Genève-Ste-Clotilde,GE,Städtisch,Hintergrund,2006,38,,,,39,25,0.14,50,60,,281,,,,0.17,0.5,,11,,,,
Genève-Ste-Clotilde,GE,Städtisch,Hintergrund,2007,35,,,,36,21,0.13,11,45,,345,,,,0.14,0.4,,3,,,,
Genève-Ste-Clotilde,GE,Städtisch,Hintergrund,2008,33,,,33,37,22,0.11,8,31,,229,,,,0.11,0.4,,8,,,,
Genève-Ste-Clotilde,GE,Städtisch,Hintergrund,2009,34,,,32,38,23,0.11,9,35,,335,,,,0.19,0.4,,8,,,,
Genève-Ste-Clotilde,GE,Städtisch,Hintergrund,2010,33.6,,,29.8,40.3,21.2,0.32,16,70,0.011,457,,,,0.04,0.38,,7,,,,
Genève-Ste-Clotilde,GE,Städtisch,Hintergrund,2011,38.7,,,38.8,37.9,24.7,,,,,,,,,0.24,0.44,,10,,,,
Genève-Ste-Clotilde,GE,Städtisch,Hintergrund,2012,35.5,,,35,43.5,20.8,,,,,,,,,0.1,0.41,,5,,,,
Genève-Ste-Clotilde,GE,Städtisch,Hintergrund,2013,36.1,,,36.3,39,21.6,,,,,,,,,0.11,0.38,,5,,,,
Jussy,GE,Ländlich,Hintergrund,1990,22,4,,,76,,,,,,,,,,,0.3,,,,,,
Jussy,GE,Ländlich,Hintergrund,1991,20,4,,,81,,,,,,,,,,,0.3,,,,,,
Jussy,GE,Ländlich,Hintergrund,1992,20,4,,,65,,,,,,,,,,,0.3,,,,,,
Jussy,GE,Ländlich,Hintergrund,1993,18,4,,,53,,,,,,,,,,,0.2,,,,,,
Jussy,GE,Ländlich,Hintergrund,1994,13,2,,,56,,,,,,,,,,,,,,,,,
Jussy,GE,Ländlich,Hintergrund,1995,14,2,,,58,,,,,,,,,,,,,,,,,
Jussy,GE,Ländlich,Hintergrund,1996,15,3,,,62,,,,,,,,,,,,,,,,,
Jussy,GE,Ländlich,Hintergrund,1997,14,2,,,55,,,,,,,,,,,,,,,,,
Jussy,GE,Ländlich,Hintergrund,1998,13,3,,,59,,,,,,,,,,,,,,,,,
Jussy,GE,Ländlich,Hintergrund,1999,12,2,,,56,,,,,,,,,,,,,,,,,
Jussy,GE,Ländlich,Hintergrund,2000,13,,,,56,,,,,,,,,,,,,,,,,
Jussy,GE,Ländlich,Hintergrund,2001,12,,,,54,,,,,,,,,,,,,,,,,
Jussy,GE,Ländlich,Hintergrund,2002,13,,,,52,,,,,,,,,,,,,,,,,
Jussy,GE,Ländlich,Hintergrund,2003,14,,,,63,,,,,,,,,,,,,,,,,
Jussy,GE,Ländlich,Hintergrund,2004,12,,,,56,,,,,,,,,,,,,,,,,
Jussy,GE,Ländlich,Hintergrund,2005,11,,,,59,,,,,,,,,,,,,,,,,
Jussy,GE,Ländlich,Hintergrund,2006,13,,,,55,,,,,,,,,,,,,,,,,
Meyrin-Vaudagne,GE,Vorstädtisch,Hintergrund,2014,18.7,2.9,,15.2,47.9,15.7,,,,,,,,,0.08,,,3,,,,
Meyrin-Vaudagne,GE,Vorstädtisch,Hintergrund,2015,19.4,,,17.2,52.9,16.9,,,,,,,,,0.08,,,3,,,,
Meyrin-Vaudagne,GE,Vorstädtisch,Hintergrund,1992,34,8,,,34,,,,,,,,,,,0.7,,,,,,
Meyrin-Vaudagne,GE,Vorstädtisch,Hintergrund,1993,33,8,,,38,,,,,,,,,,,0.6,,,,,,
Meyrin-Vaudagne,GE,Vorstädtisch,Hintergrund,1994,33,6,,,42,,,,,,,,,,,0.5,,,,,,
Meyrin-Vaudagne,GE,Vorstädtisch,Hintergrund,1995,31,5,,,40,,,,,,,,,,,0.4,,,,,,
Meyrin-Vaudagne,GE,Vorstädtisch,Hintergrund,1996,34,4,,,41,,,,,,,,,,,0.4,,,,,,
Meyrin-Vaudagne,GE,Vorstädtisch,Hintergrund,1997,31,3,,,39,,,,,,,,,,,0.4,,,,,,
Meyrin-Vaudagne,GE,Vorstädtisch,Hintergrund,1998,29,4,,,48,,,,,,,,,,,0.3,,,,,,
Meyrin-Vaudagne,GE,Vorstädtisch,Hintergrund,1999,27,3,,,46,,,,,,,,,,,0.3,,,,,,
Meyrin-Vaudagne,GE,Vorstädtisch,Hintergrund,2000,27,,,,44,,,,,,,,,,,0.3,,,,,,
Meyrin-Vaudagne,GE,Vorstädtisch,Hintergrund,1990,34,11,,,50,,,,,,,,,,,,,,,,,
Meyrin-Vaudagne,GE,Vorstädtisch,Hintergrund,1991,41,11,,,51,,,,,,,,,,,,,,,,,
Meyrin-Vaudagne,GE,Vorstädtisch,Hintergrund,2001,24,,,,48,,,,,,,,,,,,,,,,,
Meyrin-Vaudagne,GE,Vorstädtisch,Hintergrund,2002,27,,,,43,19,,,,,,,,,,,,,,,,
Meyrin-Vaudagne,GE,Vorstädtisch,Hintergrund,2003,29,3,,,49,23,,,,,,,,,,,,,,,,
Meyrin-Vaudagne,GE,Vorstädtisch,Hintergrund,2004,27,3,,,48,19,,,,,,,,,,,,,,,,
Meyrin-Vaudagne,GE,Vorstädtisch,Hintergrund,2005,30,4,,,45,20,,,,,,,,,,,,,,,,
Meyrin-Vaudagne,GE,Vorstädtisch,Hintergrund,2006,29,4,,,42,23,,,,,,,,,,,,,,,,
Meyrin-Vaudagne,GE,Vorstädtisch,Hintergrund,2007,27,2,,,38,20,,,,,,,,,,,,,,,,
Meyrin-Vaudagne,GE,Vorstädtisch,Hintergrund,2008,27,3,,23,38,20,,,,,,,,,,,,,,,,
Meyrin-Vaudagne,GE,Vorstädtisch,Hintergrund,2009,23,3,,18,44,20,,,,,,,,,,,,,,,,
Meyrin-Vaudagne,GE,Vorstädtisch,Hintergrund,2010,21.6,2,,15.8,46.9,19.6,,,,,,,,,,,,,,,,
Meyrin-Vaudagne,GE,Vorstädtisch,Hintergrund,2011,21.7,2.3,,17.1,46,21.8,,,,,,,,,,,,,,,,
Meyrin-Vaudagne,GE,Vorstädtisch,Hintergrund,2012,18.2,2.6,,13.1,52.3,17.6,,,,,,,,,,,,,,,,
Meyrin-Vaudagne,GE,Vorstädtisch,Hintergrund,2013,21,3.2,,17,47.8,18.5,,,,,,,,,,,,,,,,
Genève-Necker,GE,Städtisch,Hintergrund,2014,40.4,4.3,,37.8,37.4,17.8,0.06,11,42,0.009,95,,,,0.31,0.31,,4,,,,
Genève-Necker,GE,Städtisch,Hintergrund,2015,40.7,4,,39.5,38.9,20.4,0.04,6,28,0.007,43,,,,0.09,0.31,,5,,,,
Avully-Passeiry,GE,Ländlich,Hintergrund,1990,26,7,43,,61,,6.6,38,77,,307,,,,0.7,0.2,,70,,,,
Avully-Passeiry,GE,Ländlich,Hintergrund,1991,25,6,46,,56,,0.9,23,34,,51,,,,0.7,0.1,,90,,,,
Avully-Passeiry,GE,Ländlich,Hintergrund,1992,20,5,41,,50,,1.1,22,35,,60,,,,0.9,,,70,,,,
Avully-Passeiry,GE,Ländlich,Hintergrund,1993,21,4,37,,45,,4.3,16,75,,36,,,,1.5,,,60,,,,
Avully-Passeiry,GE,Ländlich,Hintergrund,1994,20,3,31,,55,,0.1,8,27,,17,,,,73,,,40,,,,
