station_name,station_canton,area_type_de,station_type_de,year,NO2,SO2,TSP,NOx,O3,PM10,Cd im SN,Pb im SN,Staubniederschlag (SN),Tl im SN,Zn im SN,Ammoniak,EC / Russ,Benzol,Cd in PM10,CO,Partikelanzahl,Pb in PM10,PM1,PM2.5,Toluol,NMVOC
Avully-Passeiry,GE,Ländlich,Hintergrund,1995,20,3,29,,52,,0.1,10,17,,13,,,,0.48,,,30,,,,
Avully-Passeiry,GE,Ländlich,Hintergrund,1996,20,3,31,,47,,0.15,7,21,,9,,,,0.59,,,30,,,,
Avully-Passeiry,GE,Ländlich,Hintergrund,1997,24,2,29,,39,,0.09,7,49,,14,,,,0.34,,,20,,,,
Avully-Passeiry,GE,Ländlich,Hintergrund,1998,19,2,,,52,24,0.09,9,159,,17,,,,0.36,,,20,,,,
Avully-Passeiry,GE,Ländlich,Hintergrund,1999,14,1,,,51,20,0.39,7,10,,23,,,,0.31,,,20,,,,
Avully-Passeiry,GE,Ländlich,Hintergrund,2000,16,,,,48,22,0.04,4,52,,9,,,,,,,,,,,
Avully-Passeiry,GE,Ländlich,Hintergrund,2001,13,,,,53,20,0.04,2,14,,9,,,,,,,,,,,
Avully-Passeiry,GE,Ländlich,Hintergrund,2002,18,,,,45,20,0.05,4,28,,9,,,,,,,,,,,
Avully-Passeiry,GE,Ländlich,Hintergrund,2003,19,,,,55,21,0.08,4,32,,13,,,,,,,,,,,
Avully-Passeiry,GE,Ländlich,Hintergrund,2004,16,2,,,51,16,0.06,4,31,,9,,,,,,,,,,,
Avully-Passeiry,GE,Ländlich,Hintergrund,2005,15,2,,,49,17,0.39,4,56,,11,,,,,,,,,,,
Avully-Passeiry,GE,Ländlich,Hintergrund,2006,14,2,,,50,20,0.06,4,28,,11,,,,,,,,,,,
Avully-Passeiry,GE,Ländlich,Hintergrund,2007,14,2,,,48,22,0.05,4,34,,9,,,,,,,,,,,
Avully-Passeiry,GE,Ländlich,Hintergrund,2008,15,2,,11,47,20,0.09,3,17,,11,,,,,,,,,,,
Avully-Passeiry,GE,Ländlich,Hintergrund,2009,15,2,,11,52,19,0.27,4,42,,22,,,,,,,,,,,
Avully-Passeiry,GE,Ländlich,Hintergrund,2010,13.9,1.6,,9.4,50.9,17.7,0.04,3,24,0.007,7,,,,,,,,,,,
Avully-Passeiry,GE,Ländlich,Hintergrund,2011,15.3,1.4,,11.2,48.4,19.1,0.03,3,28,0.006,9,,,,,,,,,,,
Avully-Passeiry,GE,Ländlich,Hintergrund,2012,13.9,1.6,,9.9,50.8,16.3,0.05,3,49,0.009,23,,,,,,,,,,,
Avully-Passeiry,GE,Ländlich,Hintergrund,2013,14,1.8,,11.5,46.9,17,0.89,34,87,0.016,69,,,,,,,,,,,
Avully-Passeiry,GE,Ländlich,Hintergrund,2014,12.4,,,9.3,49.8,14.5,0.05,2,47,0.01,10,,,,0.04,,,3,,,,
Avully-Passeiry,GE,Ländlich,Hintergrund,2015,13.8,,,10.6,54.2,15.7,0.03,1,21,0.06,6,,,,0.1,,,3,,,,
Glarus-Feuerwehrstützpunkt,GL,Vorstädtisch,Hintergrund,2007,,,,,46.4,18.3,,,,,,,1.1,,,,,,,,,
Glarus-Feuerwehrstützpunkt,GL,Vorstädtisch,Hintergrund,2011,,,,,45.4,17.2,,,,,,,0.9,,,,,,,,,
Glarus-Feuerwehrstützpunkt,GL,Vorstädtisch,Hintergrund,2012,,,,,50,14.2,,,,,,,0.6,,,,,,,,,
Glarus-Feuerwehrstützpunkt,GL,Vorstädtisch,Hintergrund,2013,,,,,48.6,16.4,,,,,,,0.7,,,,,,,,,
Glarus-Feuerwehrstützpunkt,GL,Vorstädtisch,Hintergrund,2014,14.3,,,11.7,46.5,12.5,,,,,,,0.6,,,,,,,,,
Glarus-Feuerwehrstützpunkt,GL,Vorstädtisch,Hintergrund,2001,,,,,49.1,,,,,,,,,,,,,,,,,
Glarus-Feuerwehrstützpunkt,GL,Vorstädtisch,Hintergrund,2002,,,,,45.9,22.5,,,,,,,,,,,,,,,,
Glarus-Feuerwehrstützpunkt,GL,Vorstädtisch,Hintergrund,2003,,,,,55.4,24.1,,,,,,,,,,,,,,,,
Glarus-Feuerwehrstützpunkt,GL,Vorstädtisch,Hintergrund,2004,,,,,49,,,,,,,,,,,,,,,,,
Glarus-Feuerwehrstützpunkt,GL,Vorstädtisch,Hintergrund,2005,,,,,49.1,19.1,,,,,,,,,,,,,,,,
Glarus-Feuerwehrstützpunkt,GL,Vorstädtisch,Hintergrund,2006,,,,,49.7,,,,,,,,,,,,,,,,,
Glarus-Feuerwehrstützpunkt,GL,Vorstädtisch,Hintergrund,2008,,,,,47,17.5,,,,,,,,,,,,,,,,
Glarus-Feuerwehrstützpunkt,GL,Vorstädtisch,Hintergrund,2009,,,,,48.6,18.1,,,,,,,,,,,,,,,,
Glarus-Feuerwehrstützpunkt,GL,Vorstädtisch,Hintergrund,2010,,,,,48.3,17.5,,,,,,,,,,,,,,,,
Glarus,GL,Ländlich,Hintergrund,1990,31.8,23.6,,,,,,,,,,,,,,,,,,,,
Glarus,GL,Ländlich,Hintergrund,1991,29.8,20.5,,,,,,,,,,,,,,,,,,,,
Glarus,GL,Ländlich,Hintergrund,1992,25.7,11.3,,,,,,,,,,,,,,,,,,,,
Glarus,GL,Ländlich,Hintergrund,1993,28.7,15.4,,,,,,,,,,,,,,,,,,,,
Glarus,GL,Ländlich,Hintergrund,1994,19.2,6.2,,,,,,,,,,,,,,,,,,,,
Glarus,GL,Ländlich,Hintergrund,1995,22.6,9.2,,,,,,,,,,,,,,,,,,,,
Glarus,GL,Ländlich,Hintergrund,1996,23.6,10.3,,,,,,,,,,,,,,,,,,,,
Glarus,GL,Ländlich,Hintergrund,1997,22.6,9.2,,,,,,,,,,,,,,,,,,,,
Glarus,GL,Ländlich,Hintergrund,1998,21.6,10.3,,,,,,,,,,,,,,,,,,,,
Glarus,GL,Ländlich,Hintergrund,1999,20.5,8.2,,,,,,,,,,,,,,,,,,,,
Glarus,GL,Ländlich,Hintergrund,2000,18.5,6.2,,,,,,,,,,,,,,,,,,,,
Arosa,GR,Hochgebirge,Hintergrund,1989,,,,,78,,,,,,,,,,,,,,,,,
Arosa,GR,Hochgebirge,Hintergrund,1990,,,,,78,,,,,,,,,,,,,,,,,
Arosa,GR,Hochgebirge,Hintergrund,1991,,,,,73,,,,,,,,,,,,,,,,,
Arosa,GR,Hochgebirge,Hintergrund,1992,,,,,71,,,,,,,,,,,,,,,,,
Arosa,GR,Hochgebirge,Hintergrund,1993,,,,,68,,,,,,,,,,,,,,,,,
Arosa,GR,Hochgebirge,Hintergrund,1994,,,,,73,,,,,,,,,,,,,,,,,
Arosa,GR,Hochgebirge,Hintergrund,1995,,,,,74,,,,,,,,,,,,,,,,,
Arosa,GR,Hochgebirge,Hintergrund,1996,,,,,70,,,,,,,,,,,,,,,,,
Arosa,GR,Hochgebirge,Hintergrund,1997,,,,,76,,,,,,,,,,,,,,,,,
Arosa,GR,Hochgebirge,Hintergrund,1998,,,,,75,,,,,,,,,,,,,,,,,
Arosa,GR,Hochgebirge,Hintergrund,1999,,,,,71,,,,,,,,,,,,,,,,,
Arosa,GR,Hochgebirge,Hintergrund,2000,,,,,72,,,,,,,,,,,,,,,,,
Arosa,GR,Hochgebirge,Hintergrund,2001,,,,,71,,,,,,,,,,,,,,,,,
Arosa,GR,Hochgebirge,Hintergrund,2002,,,,,71,,,,,,,,,,,,,,,,,
Arosa,GR,Hochgebirge,Hintergrund,2003,,,,,83,,,,,,,,,,,,,,,,,
Arosa,GR,Hochgebirge,Hintergrund,2004,,,,,67,,,,,,,,,,,,,,,,,
Arosa,GR,Hochgebirge,Hintergrund,2005,,,,,65,,,,,,,,,,,,,,,,,
Arosa,GR,Hochgebirge,Hintergrund,2006,,,,,74,,,,,,,,,,,,,,,,,
Arosa,GR,Hochgebirge,Hintergrund,2007,,,,,66,,,,,,,,,,,,,,,,,
Arosa,GR,Hochgebirge,Hintergrund,2008,,,,,66,,,,,,,,,,,,,,,,,
Arosa,GR,Hochgebirge,Hintergrund,2009,,,,,69,,,,,,,,,,,,,,,,,
Arosa,GR,Hochgebirge,Hintergrund,2010,,,,,66,,,,,,,,,,,,,,,,,
Arosa,GR,Hochgebirge,Hintergrund,2011,,,,,69,,,,,,,,,,,,,,,,,
Arosa,GR,Hochgebirge,Hintergrund,2012,,,,,65,,,,,,,,,,,,,,,,,
Arosa,GR,Hochgebirge,Hintergrund,2013,,,,,67,,,,,,,,,,,,,,,,,
Arosa,GR,Hochgebirge,Hintergrund,2014,,,,,65,,,,,,,,,,,,,,,,,
Arosa,GR,Hochgebirge,Hintergrund,2015,,,,,69.8,,,,,,,,,,,,,,,,,
Chur-A13,GR,Vorstädtisch,Verkehr,2002,27.8,,,42.7,34,20,,,,,,,2.3,,,,,,,,,
Chur-A13,GR,Vorstädtisch,Verkehr,2003,30.3,,,39.5,51,24.5,,,,,,,1.7,,,,,,,,,
Chur-A13,GR,Vorstädtisch,Verkehr,2004,29,,,40,42,20,,,,,,,3.5,,,,,,,,,
Chur-A13,GR,Vorstädtisch,Verkehr,2005,31.1,,,39,45,21.5,,,,,,,2.3,,,,,,,,,
Chur-A13,GR,Vorstädtisch,Verkehr,2006,33.6,,,42,46,23,,,,,,,2.3,,,,,,,,,
Chur-A13,GR,Vorstädtisch,Verkehr,2007,31.5,,,38.7,41,19,,,,,,,2.3,,,,,,,,,
Chur-A13,GR,Vorstädtisch,Verkehr,2008,31,,,36.2,44,18,,,,,,,1.2,,,,,,,,,
Chur-A13,GR,Vorstädtisch,Verkehr,2009,32.1,,,35.4,44,19.3,,,,,,,1.4,,,,,,,,,
Chur-A13,GR,Vorstädtisch,Verkehr,2010,30.6,,,33.1,43,19.6,,,,,,,1.3,,,,,,,,,
Chur-A13,GR,Vorstädtisch,Verkehr,2011,33.9,,,40.2,41,20.2,,,,,,,1.5,,,,,,,,,
Chur-A13,GR,Vorstädtisch,Verkehr,2012,32.5,,,36.4,44,19.8,,,,,,,1.2,,,,,,,,,
Chur-A13,GR,Vorstädtisch,Verkehr,2013,31.8,,,35.1,43,20,,,,,,,1.1,,,,,,,,,
Chur-A13,GR,Vorstädtisch,Verkehr,2014,30.1,,,33.4,43,15,,,,,,,0.9,,,,,,,,,
Chur-A13,GR,Vorstädtisch,Verkehr,2015,33.7,,,38.2,45.1,18.3,,,,,,,0.9,,,,,,,,,
Chur-A13,GR,Vorstädtisch,Verkehr,2001,29.7,,,43.5,35,21.9,,,,,,,,,,,,,,,,
Castaneda,GR,Ländlich,Hintergrund,2006,,,,,77,17,,,,,,,1.5,,,,,,,,,
Castaneda,GR,Ländlich,Hintergrund,2007,,,,,74,15,,,,,,,2.3,,,,,,,,,
Castaneda,GR,Ländlich,Hintergrund,2008,,,,,70,13.8,,,,,,,0.7,,,,,,,,,
Castaneda,GR,Ländlich,Hintergrund,2009,,,,,72,11.7,,,,,,,0.6,,,,,,,,,
Castaneda,GR,Ländlich,Hintergrund,2010,,,,,71,12.6,,,,,,,0.7,,,,,,,,,
Castaneda,GR,Ländlich,Hintergrund,2011,,,,,70,15,,,,,,,0.6,,,,,,,,,
Castaneda,GR,Ländlich,Hintergrund,2012,,,,,70,13.4,,,,,,,0.4,,,,,,,,,
Castaneda,GR,Ländlich,Hintergrund,2013,,,,,70,11.9,,,,,,,0.4,,,,,,,,,
Castaneda,GR,Ländlich,Hintergrund,1992,,,,,72,,,,,,,,,,,,,,,,,
Castaneda,GR,Ländlich,Hintergrund,1993,,,,,68,,,,,,,,,,,,,,,,,
Castaneda,GR,Ländlich,Hintergrund,1994,,,,,71,,,,,,,,,,,,,,,,,
Castaneda,GR,Ländlich,Hintergrund,1995,,,,,74,,,,,,,,,,,,,,,,,
Castaneda,GR,Ländlich,Hintergrund,1996,,,,,77,,,,,,,,,,,,,,,,,
Castaneda,GR,Ländlich,Hintergrund,1997,,,,,76,,,,,,,,,,,,,,,,,
Castaneda,GR,Ländlich,Hintergrund,1998,,,,,82,,,,,,,,,,,,,,,,,
Castaneda,GR,Ländlich,Hintergrund,1999,,,,,75,,,,,,,,,,,,,,,,,
Castaneda,GR,Ländlich,Hintergrund,2000,,,,,82,,,,,,,,,,,,,,,,,
Castaneda,GR,Ländlich,Hintergrund,2001,,,,,83,,,,,,,,,,,,,,,,,
Castaneda,GR,Ländlich,Hintergrund,2002,,,,,74,,,,,,,,,,,,,,,,,
Castaneda,GR,Ländlich,Hintergrund,2003,,,,,85,,,,,,,,,,,,,,,,,
Castaneda,GR,Ländlich,Hintergrund,2004,,,,,75,,,,,,,,,,,,,,,,,
Castaneda,GR,Ländlich,Hintergrund,2005,,,,,77,,,,,,,,,,,,,,,,,
Castaneda,GR,Ländlich,Hintergrund,2014,,,,,65,,,,,,,,,,,,,,,,,
Castaneda,GR,Ländlich,Hintergrund,2015,,,,,74.4,,,,,,,,,,,,,,,,,
Chur-Kantonsspital,GR,Vorstädtisch,Hintergrund,1992,,,,,61,,,,,,,,,,,,,,,,,
Chur-Kantonsspital,GR,Vorstädtisch,Hintergrund,1993,,,,,53,,,,,,,,,,,,,,,,,
Chur-Kantonsspital,GR,Vorstädtisch,Hintergrund,1994,,,,,60,,,,,,,,,,,,,,,,,
Chur-Kantonsspital,GR,Vorstädtisch,Hintergrund,1995,,,,,64,,,,,,,,,,,,,,,,,
Chur-Kantonsspital,GR,Vorstädtisch,Hintergrund,1996,,,,,73,,,,,,,,,,,,,,,,,
Chur-Kantonsspital,GR,Vorstädtisch,Hintergrund,1997,,,,,61,,,,,,,,,,,,,,,,,
Chur-Kantonsspital,GR,Vorstädtisch,Hintergrund,1998,,,,,65,,,,,,,,,,,,,,,,,
Chur-Kantonsspital,GR,Vorstädtisch,Hintergrund,1999,,,,,63,,,,,,,,,,,,,,,,,
Chur-Kantonsspital,GR,Vorstädtisch,Hintergrund,2000,,,,,58,,,,,,,,,,,,,,,,,
Chur-Kantonsspital,GR,Vorstädtisch,Hintergrund,2001,,,,,57,,,,,,,,,,,,,,,,,
Chur-Kantonsspital,GR,Vorstädtisch,Hintergrund,2002,,,,,57,,,,,,,,,,,,,,,,,
Chur-Kantonsspital,GR,Vorstädtisch,Hintergrund,2003,,,,,72,,,,,,,,,,,,,,,,,
Chur-Kantonsspital,GR,Vorstädtisch,Hintergrund,2004,,,,,58,,,,,,,,,,,,,,,,,
Chur-Kantonsspital,GR,Vorstädtisch,Hintergrund,2005,,,,,59,,,,,,,,,,,,,,,,,
Chur-Kantonsspital,GR,Vorstädtisch,Hintergrund,2006,,,,,62,,,,,,,,,,,,,,,,,
Chur-Kantonsspital,GR,Vorstädtisch,Hintergrund,2007,,,,,55,,,,,,,,,,,,,,,,,
Chur-Kantonsspital,GR,Vorstädtisch,Hintergrund,2008,,,,,55,,,,,,,,,,,,,,,,,
Chur-Kantonsspital,GR,Vorstädtisch,Hintergrund,2009,,,,,60,,,,,,,,,,,,,,,,,
Chur-Kantonsspital,GR,Vorstädtisch,Hintergrund,2010,,,,,56,,,,,,,,,,,,,,,,,
Chur-Kantonsspital,GR,Vorstädtisch,Hintergrund,2011,,,,,55,,,,,,,,,,,,,,,,,
Chur-Kantonsspital,GR,Vorstädtisch,Hintergrund,2012,,,,,57,,,,,,,,,,,,,,,,,
Chur-Kantonsspital,GR,Vorstädtisch,Hintergrund,2013,,,,,56,,,,,,,,,,,,,,,,,
Chur-Kantonsspital,GR,Vorstädtisch,Hintergrund,2014,,,,,56,,,,,,,,,,,,,,,,,
Chur-Kantonsspital,GR,Vorstädtisch,Hintergrund,2015,,,,,58.6,,,,,,,,,,,,,,,,,
Chur-RhB,GR,Städtisch,Hintergrund,1989,34.2,21.3,32.2,32.8,48,,,,,,,,,,,0.68,,,,,,
Chur-RhB,GR,Städtisch,Hintergrund,1990,32,18,26.3,28.9,45,,,,,,,,,,,0.74,,,,,,
Chur-RhB,GR,Städtisch,Hintergrund,1991,33.1,17.4,29.4,30.3,46,,,,,,,,,,,0.72,,,,,,
Chur-RhB,GR,Städtisch,Hintergrund,1992,34.7,13.4,24.7,31.2,,,,,,,,,,,,0.67,,,,,,
Chur-RhB,GR,Städtisch,Hintergrund,1993,29.9,12.1,28.6,27.2,,,,,,,,,,,,0.59,,,,,,
Chur-RhB,GR,Städtisch,Hintergrund,1994,29.2,3.5,19.1,22.6,,,,,,,,,,,,0.5,,,,,,
Chur-RhB,GR,Städtisch,Hintergrund,1995,27.3,8.8,19.1,22.2,,,,,,,,,,,,0.56,,,,,,
Chur-RhB,GR,Städtisch,Hintergrund,1996,26.2,7.4,23.3,22.3,,,,,,,,,,,,0.6,,,,,,
Chur-RhB,GR,Städtisch,Hintergrund,1997,22.6,7,21.5,22.4,,,,,,,,,,,,0.55,,,,,,
Chur-RhB,GR,Städtisch,Hintergrund,1998,22.1,6.3,,18.8,,,,,,,,,,,,0.5,,,,,,
Chur-RhB,GR,Städtisch,Hintergrund,1999,21.6,10.4,,18.6,,,,,,,,,,,,0.56,,,,,,
Chur-RhB,GR,Städtisch,Hintergrund,2012,19.3,,,15,,12.3,,,,,,,2,,,,,,,,,
Chur-RhB,GR,Städtisch,Hintergrund,2013,20.7,,,15.6,,12,,,,,,,0.5,,,,,,,,,
Chur-RhB,GR,Städtisch,Hintergrund,2014,17.3,,,13.8,,10,,,,,,,0.4,,,,,,,,,
Chur-RhB,GR,Städtisch,Hintergrund,2015,17.1,,,13.3,,11.7,,,,,,,0.4,,,,,,,,,
Chur-RhB,GR,Städtisch,Hintergrund,2000,22.6,,,19.4,,,,,,,,,,,,,,,,,,
Chur-RhB,GR,Städtisch,Hintergrund,2001,22,,,20.6,,,,,,,,,,,,,,,,,,
Chur-RhB,GR,Städtisch,Hintergrund,2002,20.2,,,19.4,,,,,,,,,,,,,,,,,,
Chur-RhB,GR,Städtisch,Hintergrund,2003,22,,,18.3,,,,,,,,,,,,,,,,,,
Chur-RhB,GR,Städtisch,Hintergrund,2004,21,,,20,,15,,,,,,,,,,,,,,,,
Chur-RhB,GR,Städtisch,Hintergrund,2005,24.2,,,19.4,,,,,,,,,,,,,,,,,,
Chur-RhB,GR,Städtisch,Hintergrund,2006,25.3,,,20.5,,,,,,,,,,,,,,,,,,
Chur-RhB,GR,Städtisch,Hintergrund,2007,22.1,,,18.3,,,,,,,,,,,,,,,,,,
Chur-RhB,GR,Städtisch,Hintergrund,2008,21.9,,,17.6,,,,,,,,,,,,,,,,,,
Chur-RhB,GR,Städtisch,Hintergrund,2009,21.9,,,16.6,,,,,,,,,,,,,,,,,,
Chur-RhB,GR,Städtisch,Hintergrund,2010,20.6,,,15.8,,,,,,,,,,,,,,,,,,
Chur-RhB,GR,Städtisch,Hintergrund,2011,21,,,17,,,,,,,,,,,,,,,,,,
Chur-RhB,GR,Städtisch,Hintergrund,1988,,,27.7,,,,,,,,,,,,,,,,,,,
Davos-Seehornwald,GR,Ländlich,Hintergrund,1988,5.1,2.9,,3.3,64.4,,0.38,18.8,22.5,,28.3,,,,,,,,,,,
Davos-Seehornwald,GR,Ländlich,Hintergrund,1989,4.5,2.9,,3,67.1,,0.14,8.3,22.5,,14.3,,,,,,,,,,,
Davos-Seehornwald,GR,Ländlich,Hintergrund,1990,5.8,2.6,,3.7,65.6,,0.15,8.5,20.5,0.05,17,,,,,,,,,,,
Davos-Seehornwald,GR,Ländlich,Hintergrund,1991,5.7,2.6,,4.1,62,,0.1,5.3,18.5,0.05,12.5,,,,,,,,,,,
Davos-Seehornwald,GR,Ländlich,Hintergrund,1992,5.4,1.5,,3.8,65.8,,0.1,3,22,0.03,14.5,,,,,,,,,,,
Davos-Seehornwald,GR,Ländlich,Hintergrund,1993,5.2,1.4,,3.7,65.6,,0.11,3.5,30.2,0.03,14.5,,,,,,,,,,,
Davos-Seehornwald,GR,Ländlich,Hintergrund,1994,4.7,1.2,,3.2,67.7,,0.14,3.7,22.8,0.03,15.8,,,,,,,,,,,
Davos-Seehornwald,GR,Ländlich,Hintergrund,1995,4.5,1.2,,3.2,68.2,,0.11,3.2,25.1,0.03,16.5,,,,,,,,,,,
Davos-Seehornwald,GR,Ländlich,Hintergrund,1996,4.9,1.2,,3.5,68.1,,0.11,3,24.2,0.007,15,,,,,,,,,,,
Davos-Seehornwald,GR,Ländlich,Hintergrund,1997,3.8,0.7,,2.7,69,,0.06,1.9,19.2,0.002,8,,,,,,,,,,,
Davos-Seehornwald,GR,Ländlich,Hintergrund,1998,3.7,0.7,,2.7,72.2,,0.08,1.8,20.4,0.005,7.3,,,,,,,,,,,
Davos-Seehornwald,GR,Ländlich,Hintergrund,1999,4.2,0.5,,2.9,70.1,,0.04,2,21.3,0.008,8.6,,,,,,,,,,,
Davos-Seehornwald,GR,Ländlich,Hintergrund,1987,5.4,4.1,,3.7,63.9,,,,,,,,,,,,,,,,,
Davos-Seehornwald,GR,Ländlich,Hintergrund,2000,3.5,,,2.5,70.6,,,,,,,,,,,,,,,,,
Davos-Seehornwald,GR,Ländlich,Hintergrund,2001,4.1,,,2.8,70,,,,,,,,,,,,,,,,,
Davos-Seehornwald,GR,Ländlich,Hintergrund,2002,3.9,,,2.6,71,,,,,,,,,,,,,,,,,
Davos-Seehornwald,GR,Ländlich,Hintergrund,2003,4.4,,,2.8,79.1,,,,,,,,,,,,,,,,,
Davos-Seehornwald,GR,Ländlich,Hintergrund,2004,3.6,,,2.3,71.4,,,,,,,,,,,,,,,,,
Davos-Seehornwald,GR,Ländlich,Hintergrund,2005,3.8,,,2.4,70.8,,,,,,,,,,,,,,,,,
Davos-Seehornwald,GR,Ländlich,Hintergrund,2006,3.3,,,2.1,74.2,,,,,,,,,,,,,,,,,
Davos-Seehornwald,GR,Ländlich,Hintergrund,2007,3.7,,,2.4,68.8,,,,,,,,,,,,,,,,,
Davos-Seehornwald,GR,Ländlich,Hintergrund,2008,3.7,,,2.5,68.2,,,,,,,,,,,,,,,,,
Davos-Seehornwald,GR,Ländlich,Hintergrund,2009,3.5,,,2.3,69.7,,,,,,,,,,,,,,,,,
Davos-Seehornwald,GR,Ländlich,Hintergrund,2010,4,,,2.6,67.1,,,,,,,,,,,,,,,,,
Davos-Seehornwald,GR,Ländlich,Hintergrund,2011,3.5,,,2.3,69.6,,,,,,,,,,,,,,,,,
Davos-Seehornwald,GR,Ländlich,Hintergrund,2012,3.8,,,2.5,66.6,,,,,,,,,,,,,,,,,
Davos-Seehornwald,GR,Ländlich,Hintergrund,2013,3.9,,,2.6,67.4,4.5,,,,,,,,,,,,,,,,
Davos-Seehornwald,GR,Ländlich,Hintergrund,2014,3.4,,,2.3,65.8,3.6,,,,,,,,,,,,,,,,
Davos-Seehornwald,GR,Ländlich,Hintergrund,2015,3.5,,,2.3,70,2.1,,,,,,,,,,,,,,,,
Davos-Matta,GR,Vorstädtisch,Hintergrund,1989,18.2,8.4,18.6,15.5,52,,,,,,,,,,,0.51,,,,,,
Davos-Matta,GR,Vorstädtisch,Hintergrund,1990,21,8.9,15.5,16.4,53,,,,,,,,,,,0.45,,,,,,
Davos-Matta,GR,Vorstädtisch,Hintergrund,1991,18.7,7.5,14.7,15.7,53,,,,,,,,,,,0.46,,,,,,
Davos-Matta,GR,Vorstädtisch,Hintergrund,1992,18.5,7.7,16,16.2,49,,,,,,,,,,,0.46,,,,,,
Davos-Matta,GR,Vorstädtisch,Hintergrund,1993,22,7.6,,16.2,46,,,,,,,,,,,0.42,,,,,,
Davos-Matta,GR,Vorstädtisch,Hintergrund,1994,22.3,6.6,9.5,15.3,50,,,,,,,,,,,0.44,,,,,,
Davos-Matta,GR,Vorstädtisch,Hintergrund,1995,21.4,6.4,8.1,15,52,,,,,,,,,,,0.46,,,,,,
Davos-Matta,GR,Vorstädtisch,Hintergrund,1996,22.7,5.3,10.6,16,51,,,,,,,,,,,0.54,,,,,,
Davos-Matta,GR,Vorstädtisch,Hintergrund,1997,15.9,5.2,10.3,13,48,,,,,,,,,,,0.69,,,,,,
Davos-Matta,GR,Vorstädtisch,Hintergrund,1998,14.1,,,11.6,52,,,,,,,,,,,,,,,,,
Davos-Matta,GR,Vorstädtisch,Hintergrund,1999,13.6,,,11.5,51,13.1,,,,,,,,,,,,,,,,
Davos-Matta,GR,Vorstädtisch,Hintergrund,2000,13.8,,,11.6,51,12,,,,,,,,,,,,,,,,
Davos-Matta,GR,Vorstädtisch,Hintergrund,2001,11.9,,,9.9,51,12,,,,,,,,,,,,,,,,
Davos-Matta,GR,Vorstädtisch,Hintergrund,2002,12.1,,,10.5,51,12,,,,,,,,,,,,,,,,
Davos-Matta,GR,Vorstädtisch,Hintergrund,2003,13.4,,,11.3,57,12,,,,,,,,,,,,,,,,
Davos-Matta,GR,Vorstädtisch,Hintergrund,2004,13,,,11,51,10,,,,,,,,,,,,,,,,
Davos-Matta,GR,Vorstädtisch,Hintergrund,1988,,,17.7,,,,,,,,,,,,,,,,,,,
Domat-Ems-Hauptstrasse,GR,Vorstädtisch,Verkehr,2008,18.3,,,15.6,,13.2,,,,,,,0.7,,,0.25,,,,,,
Davos-Promenade,GR,Vorstädtisch,Hintergrund,1992,31.6,,,42.7,,,,,,,,,,5.1,,,,,,,20.4,
Davos-Promenade,GR,Vorstädtisch,Hintergrund,1996,27.2,,,27.1,,,,,,,,,,1.8,,,,,,,9.9,
Davos-Promenade,GR,Vorstädtisch,Hintergrund,1997,29.6,,,28.5,,,,,,,,,,1.9,,,,,,,9.9,
Davos-Promenade,GR,Vorstädtisch,Hintergrund,1998,25.4,,,30.4,,,,,,,,,,4,,1.16,,,,,12.9,
Davos-Promenade,GR,Vorstädtisch,Hintergrund,2001,20.6,,,18.9,47,,,,,,,,,0.4,,,,,,,2.8,
Davos-Promenade,GR,Vorstädtisch,Hintergrund,2006,24.1,,,25.5,49,14,,,,,,,1.3,,,,,,,,,
Davos-Promenade,GR,Vorstädtisch,Hintergrund,2007,22,,,22.2,47,11.3,,,,,,,1.4,,,,,,,,,
Davos-Promenade,GR,Vorstädtisch,Hintergrund,2008,22.3,,,21.9,45,12.5,,,,,,,0.5,,,,,,,,,
Davos-Promenade,GR,Vorstädtisch,Hintergrund,2009,21.9,,,21,47,11.3,,,,,,,0.9,,,,,,,,,
Davos-Promenade,GR,Vorstädtisch,Hintergrund,2010,21.2,,,20.1,47,11.4,,,,,,,0.6,,,,,,,,,
Davos-Promenade,GR,Vorstädtisch,Hintergrund,2011,22.7,,,23,45,12,,,,,,,0.8,,,,11005,,,,,
Davos-Promenade,GR,Vorstädtisch,Hintergrund,2012,20.3,,,20.9,47,11.2,,,,,,,0.6,,,,10648,,,,,
Davos-Promenade,GR,Vorstädtisch,Hintergrund,2013,21.9,,,22.7,47,10.7,,,,,,,0.5,,,,11683,,,,,
Davos-Promenade,GR,Vorstädtisch,Hintergrund,2014,20,,,20.2,45,11,,,,,,,0.4,,,,13261,,,,,
Davos-Promenade,GR,Vorstädtisch,Hintergrund,2015,21.8,,,23.3,47.3,10.8,,,,,,,0.5,,,,14147,,,,,
Flims,GR,Vorstädtisch,Verkehr,2006,18.3,,,17,,15,,,,,,,1.6,,,0.28,,,,,,
Ilanz,GR,Vorstädtisch,Verkehr,2005,21.3,,,28,,19.6,,,,,,,,,,0.44,,,,,,
Klosters-Hauptstrasse,GR,Vorstädtisch,Verkehr,2007,20,,,20.8,,14,,,,,,,1.7,,,0.3,,,,,,
Küblis,GR,Vorstädtisch,Verkehr,2004,23,,,34,,20,,,,,,,,,,0.5,,,,,,
Mesocco-A13,GR,Vorstädtisch,Verkehr,2002,23,,,25.1,53,,,,,,,,,,,,,,,,,
Mesocco-A13,GR,Vorstädtisch,Verkehr,2003,24.1,,,23.2,63,19.3,,,,,,,,,,,,,,,,
